filename,url,text
66e2751df40608.12042304.pdf,https://drive.iqac.puchd.ac.in/irpdocs/mou/66e2751df40608.12042304.pdf,
65041b212f3ed0.96888241.pdf,https://drive.iqac.puchd.ac.in/irpdocs/mou/65041b212f3ed0.96888241.pdf,1 2 3 4 5
2024%20MOU%20between%20PU%20and%20UNESCO%20MGIEP.pdf,https://archive.iqac.puchd.ac.in/naac-docs/web/mou/2024%20MOU%20between%20PU%20and%20UNESCO%20MGIEP.pdf,
MoU%20Neculear%20Medicine%20PUChd%20and%20Positroscint%20Pvt%20Ltd.pdf,https://archive.iqac.puchd.ac.in/naac-docs/web/mou/MoU%20Neculear%20Medicine%20PUChd%20and%20Positroscint%20Pvt%20Ltd.pdf,
PU%20Chd%20and%20Nottingham%20Trent.pdf,https://archive.iqac.puchd.ac.in/naac-docs/web/mou/PU%20Chd%20and%20Nottingham%20Trent.pdf,Richard Emes PVC Research & International 05 July 2024
PU%20Chd%20and%20Foundation%20of%20Universal%20Responsibility%20of%20His%20Holiness%20the%20Dalai%20Lama%20(India).pdf,https://archive.iqac.puchd.ac.in/naac-docs/web/mou/PU%20Chd%20and%20Foundation%20of%20Universal%20Responsibility%20of%20His%20Holiness%20the%20Dalai%20Lama%20(India).pdf,
2024%20MoU%20PU%20Chd%20and%20Homi%20Bhaba%20Cancer%20Hospital.pdf,https://archive.iqac.puchd.ac.in/naac-docs/web/mou/2024%20MoU%20PU%20Chd%20and%20Homi%20Bhaba%20Cancer%20Hospital.pdf,
"2024%20Mou%20Adam%20Mickiewicz%20University,%20Poland%20and%20Dept%20of%20Biotecnology%20PU%20Chd.pdf","https://archive.iqac.puchd.ac.in/naac-docs/web/mou/2024%20Mou%20Adam%20Mickiewicz%20University,%20Poland%20and%20Dept%20of%20Biotecnology%20PU%20Chd.pdf","This Coopention Agreement COOPERATIO-r- AGREEM E\T BY AND BETWEE\ ADA\'I \'II('KIEWICZ U\I\ tRsITY, POZ\A*, POLA\D A\D PANJAB UNIVERSITY, CHANDIG ARH, INDIA was concluded in poznair rhis 0l 02, Z02l 6u. o1 by and bet\\een the Adam Mickiewicz University, Poznari. &' A' ;.iancilqti'l Registrar. Hqqd of rhe Institutlon. s6 Any and all amendments to the agreement ma agreement. Either party may terminate the ag 2. An) dispules \\hich maY arise in co accordance with the law ofthe defendant' 3 Any disputes which may adse in connection with this agreement will be settled by a competent court with jurisdiction in the registered ofltce of the defendant s8 Each institution agrees to appolnt an overall Coordinator for the administration of this MOU' The coordinator riiLl ser""'e ii the contact person These coordinators will ensure smooth flow ofcommunication and would be responsible to ensure that necessary approvals are in place for ,tua""nuio""ui,y ""*""rtunge.  articulation agreement etc These coordinators will be resPonsible to ensure the efiectivenes-s and enforcement MOU. Both lnstilutions are responsible for keeping their contact details up to date Contact details and address ofthe designated coordinators are given herennder: ForThe Panjab Universiry: Coordinator: The Registrar Address: Sector i4. ChantJigarh Telephone: +911'122541'716 Einail: Nodal officer: Prof Kashmir singh, Depafiment ol Biotechnology, Panjab llniversity. Chandigarh Telephone +91172 2534085 e-mail: kashmirbio@pu ac in kostiant!n.mazur@an1u.edLl Dl $e mgr Agnieszka Palacz Bu$ar AdJm Mickie\ icz Un:retsit) in Poznan. Panjab UniversitY Chandigarh iversitV Chandigarh .av, (D Prol dr hlb Rafal witkowski Vice-Rector for Internalional Adam Mickiewicz Uni!ersitY. P Registrar"
20230424153336-moupuandbsf.pdf,https://archive.iqac.puchd.ac.in/docs/2023/20230424153336-moupuandbsf.pdf,"INDIA NON JUDICIAL ' NONACC(GV',)/chspcg07/E.SAMPAFKSEC4sCHCN : adid65&r666ado,Msmonndu MEMORANDUM OF TJNDERSTANDING PANJAB TAIVERSTTY, CIIAIIDIGARII AI\ID MRDER SEqtruTY FORCE JID ooo 5 , I ii;i:ill::niEf.;lil]*\'i"".'H-d3yi""'5:.,1frr. ;efl if *1.'*:lii-*""''""' 898496 Chandigarh Administration e-Stamp h*i u€lgry ,'""5!'ced Thk n€motudun ofuode66di4 is Bodc on 27ri Dec 2022 bdwcen Pdjah Unive^irv, Ch$digoh. a l€ding edudrional insritulion in Scie.ccs, E.ginerinS, Hummnics dd Stons csrlblGhed in i 332. having its omce d secror I4 cnudisari (uT]- I.di4 Pinl60014, hdci6 tne. EerEd b E PU *bich cxposion shall nd sd include n $cr$oB in ome dd dign6 ed AND aord$ Seu.ity Foc. wnh ib HEdquaneB locaicd 3l Blek No. 10. lidhi R@4 CGO mmllcx. Ncw l).thi- ll000l, hcEin.fter caened ro 6 BSF, which expd$ion shallnd 4d include i6 sdNB in oficq it Nianees and its Epr€s.btves I,anjrb Univc6ity Chddigilh is a leading Eduslional I'nirution in eienes, Enginding Humuilis dd r potential sDod hub ot Nonh lndia PU h known lo have pdduc4d mdv world clL athldcs nh(e 'b e\hblnhmenr. PL ha $on the V0ulmz ahlul Kalam Aad lpph\ onrinmGly for ldr rhrcc ,6 dd is d*lmd s bcn UniveBitv in rhc licld ofspods BSF h6 cured a nichc d Nalional ud l.tdalional Lev.k in lhc domlin of SP.tu Exellcnce thdugh *oi*ing o! the oprinun ulilizlion ofh6b pol€nlial $e vhion dd mision is lo ensuE eidrific nunuring of lJle inn$ ral.nl oa6e arhlccs sd honing rhen Smrs od spois skius with rhis e'davour, BSr hs scr up , @mp€hcnsive aacilny in the iom of Spod Pcdomdce € mcdcnl cedbe (spEc), opci.tional al HQ sDc BsF (wC) ChddiBdh PU dd BSF inlend lo shm ed coll.boBL siln a vision ro imprcve lh€ p.rfomdcc ofrhc alhleks rnd bdter noag.m.nr ofspotu inju'i€s by thc u$ of$icnlific nerh.dologics Bolh iNriturions jointly @ endc.voui lo sct nN b.nchna&s i. $e @a or spod rhroush followinsjoim vcnlures: . Spons dd ils lllied field &idcmic prc8trs sjoint vcnbe . ErchmAc oi Spons flcilili* dd Spons Sciene.xp€nis witn 4ch olhci . O4onizingofsponscddDcritionsjointly . Inlomation cxchdge tboul mching Bing $icntilic lehniqueE b€nciirting bolh the institltions nurutllr' This Mou 'u.rds inhr for ..ndflic ouabo€tion for muruallv shtrina sporls scien€ f&ilirics dd . . s'*\  q{h . rron ro impor. thc perlomm* oltthlct\ od d fi. .de tihs @nducrin8 \r'i  rlrl  , .. -.,,--^--^,."".-,^ \ )i r,;- *""i/;* -"",... r.' the Bsi F*nner sPr.^ h&.b(ort'e,d .r'06 pcdomone oho. eme4' r.'. :Y _ I'nr;. ^*-dr,  I ,'""-.r, nt' i'ie' e.pccranv ror pmt.nrin! &d msa8rng \noa inju'ie. *irn d Ap€nN in diffo,nr fcld"" €ru  -  ,  .  .. ^:-^^--  ,:  -. of spo6 fld physidl hi.ing. SPEC BSF .onducts in sdie euEs virh a focN on optinielion . A  ofu dhlec s D.tmrial 6 wcll as sienrifislly impoving exisring rdininB melhodologis Tb. intdt l\lrL i. b.Mk a per o, .lilled prctcs,omh $ho m dpablc or 'nto.ins $c I'ai *mtfic \J /  .dhodobsn, qirh $e eratr {n\entioul tehn'qle\ leadins rd m olnrrl mho(ed \l  Fl.olrme dd ! b.ne, ioju.y mdasm€nt \ 3- Punjab Univ.6ny on rhc 6rhf bdd is a p.icnlial sporrs .nd ocad.Dic hub ofNolrl Indh ed *.ow for producing nmy wodd .lN arhlctcs dd sludcnr. Tne Pojab Unile6ity will pmvid. the nrusarr acadmic suiddc./aisbcc od amlialion io lne couEs b.ing dn al SPIC BSF Thk MoU will b€ tusl of ils ki.d 6d shall opcn mfly n.w av.nus fo. lne spods p€ens ofPmjab a) To enoumgc mllatDBlion between tadl1y nmber of PU dd SPEC, rhe siGs dd fciliti6 dislins in toth inslillnions shall be nlde availabL ro sch oths. b) Both inslilulions !o mutually co.ducr sp6i6c muffi. Cou*s thus agRd upon shall b. d€tud by SPEC BSF & pU. d Fr nutually desiged ed agft€d upon co.tent. The dalurion prl*$ shall b€ mutoally 6nst d upon by boln prnies. c) Th. foUowing m'lEs ft b.ing i.nirlly @nside,€d lor rmliation dd appbval by PU ns p.r its tules rnd €gulrtions 6 aaErd upon by bolh tnstinnions. The mrdinoting aacncy in PU shall b. Dircdone of spois Pdjab Univdiry chedigsh. SN Spotu Phy\iodempy 6snhr Cour 25BSF+5PU 2 jrihes hinn/Cn hiner Scienrific R*run Tdining Mdhodolo8ics CouN (TOT) |s|nccibnryb.RikdiifdluE d) ln tuluE, fi ey o!he.6u6.(s) Ehrcd lo spotu sicnc.i aran liom abov€ ft planncd. sc cs bc 6ndDd.n wi$ ur nurual one! otbo$ lhc D€nies. Psjob univdhtlbb u""rvh|rt chddi8r.h cb.ndlg.rt Bolh inslitolions lo mu|lrlly snlE fi. inlianructlr!, for &hi.vinA lh. d.sied objeti!6 af p€.foms@ dh'Mm.nt od a bl€. injury noogddl pmeMme Bolh insln ions ro nulully galh.r dda sd crry oul Es@h. Th@ shall be no Jimncirl lirbility on Pojrb Univctsily. Chandiesh sd BSF. This MoU is ralid till eilho oflhe pdi.s ogEs 10 &mhatc lh. MoU. In @ ofoy tmination of MoU, Pajab Unive6ity snoll efesurd thc intecsts of students olsdy enolled und.r the couEs, r) 3) AI'THORISED SICNATORIES \,-l1wl^\ HQ spl DG (wc) BsF BooER smen  FoRcE) D""b4 1hegJ Ds. 2022 S$"".Y -tarr.(q Dared, lh.lfDd 20, :.'E\;w 3 ttsl p-q ,\>1'tr""-- (o 'l>r \ I 6q 6g _FI;J'; sE MEMORANDUM OF TJNDERSTANDING .rE ^ 6idrinllt cd mdmrcr ro set new b€nchm.ds in rhe &a oasports rhough fotto*i.g joint ventufts: PANJAB UNI\,'ERSITY, CIIANDICARH AND BORDER SECURTry FORCE This nenotrdum of undc6lndinB is msde on 2?'i D€c 2022 b€Nccn Prnjah univeFiry, Chsdisaft, r lsding educalional inslirulion in Scicnceq Enginerine, Huoditid ed Sp.(s eslablish.n in lS32,havi.gikomccalseloFl4chandiguh(uT)- lndi4 Pin t600t4,hcrcinaner refftd ro d PU vhich *p6nsion shlll med dd includc il $ces6 in omce dd 6ignes sd Spons ad ils allied field eademic n^r€ms s jojnt vc.ruK. Exchm8e ofsports a&ilirics dd Sp.ns S.ien@ ex!€ni$ wirb sch orher. Organizing olSpotu anpdnions jointly. Intumarion exchangc about @rchi.g using $iotific lehniqus, benefihi.g hoth rhc Bo.der Security Force. wnh i6 HcadquatuB ldcated at Bl@k No. lq L.dhi Road. C6O compt.}i N€w Dclhi: I lon03, beEin after relcncd to 6 BSF, which expresion shau nmrnd i'clude ils suoe$o6 in afficc, ia asisn..s {d ibEDEsn&liles P jab Unive6iry Chandigr.h is a leading tjduslional Innnurion in sienes, Eneinqing, Hum$nics Md a porcnrial sp.ns hub olNoni India. PLI is known ro havc prstucsd mmy vortd cl6s dhletes sincc ic estublishnent PU hs won rhe Maulma AMul Kalam Aad Trophy 6nrinuo6ly lbr lsr lhrcc yes md is declftd 6 b.st Univdiry in rhe tield ofsports. ASF h6 cMtcn { niche i Narionalsd tntcn.rionat t vek in the donai. otspons Excelenc. thNughworkingonrheoprimunurilidionolhumspotcnrial.TheyisionadmisionisroensuE sciolific nunurinA of the inncr 6tcnt ofrbc dhtcresand honing lh.ir aam6 Md spod skins. With $is .nd€vour, BSF brs $t up a conpEhensirc faciliry in rh. fom of SDo6 Pqfomanc€ EnhM&mcnr Ce'Fc isPEc), ope€tidnal at HQ sDc IrSF (wc) chmdigan. PU d'l BSF inlcndro shu€ Td oolllb.dewilh a vision io inpmv. rhe pertomueofrhcarhteres dd b€&r nanaeenent of spotu injuries by rh. us ofsicntific mcrhodologics. Boti innilutions ThG MoU rccords inlenr ror lcade'ni snies $ih a vhion io improve ihe perfonane of dhleres and ar rhe sane rire conducring .cnificac cou6€ lor lhe BSF penonncl, SPEC h6 sErc orrhc on spon! pedonmce cnhancmeni f{iliries dptcially for prcventins md mmagins spons injun* th an expenise in difi*enr fields of spons and physical hining sPEc BSF onducb in sfli.e cou6$ wnh a f@us on oprimisarion ofd lthht\ poe h l 6 sell 6 schnliii€l ly imprcvlnC cxhrin3 irai' iry mdhodologies. Th. inient h !o crorc a pml of skilled prcre$iomls vho ft capabh ol inluin8 the latsr $ientific the exisrins .oNenrional tchniques, hading 10 d dvedll ennan.€n pflfommce and a bdtr injury m.nagenenl. Puijab Unive6iry on rhe o!h$ hand is a poteniial spons !'d lcade'nn hub ror p@ducing  'nany *orld clas nh  fte Panjab Univeriry 11 p'ovide rhe n.cssary eidemic suidance./6si31an.e and aflilhlioi ro rhe cou6s being lu d SPEC BSF Thh Mou will be li6r of irs kind and sha1l open b.ny re* averud fo he spons peBons of Plnjab a) To encounge .o llaboFrioi b{wscn fa.ulq Dcnbc6 ofPU rnd SPEC. rhc$tric6 od b) Borh in$nurionsronurually.onduc.spccilic cour*s. cou6s $us agrced upoi shollbc evaluarion profts shallbe mulually consentd upoD 6y both pdies. I nre lolld ng 6unes G being inirially consid*ed ld.mli.rion and appovaLbl PU as p*itsruhsaidcgulariois,AagEedup.nbybolhinsnuions The co-ordinriiiB agcicr in PU shall be Dncdorarc olspotu Pojab Unive6itt Chodigalh. Spods Phlriorhedpy sisDnr Cou6c Schn'ifi | Recru rTd ningMqhodoloBicsCnuAcOOT) rn fu'ure, if my orher co$eG) rcrare smecmbe.onduckd ththemuturlsnsniofbolhrhepanies. Borh in$iturlotrs ro mutuslly sharc lhc inr6rrucrE, ror achievinc rhe desird obje.tive ofperfomance enhancenenr and a be|er injurj omasem.nr prcsnmme. 6orh in$irulions ro ,iurually Bldrer dara ud caJry our ccs.h rhereshallbe no financial lirbiliqonPmjab univeri'y, chmdigdh and Bsr. This MoU n valid till eilher of ths panies agree 10 cminare rhe MoU.ln c6c of!n! tmindid ofMoU, Panjab Unive6iry shlllsafeguld lhc inieresrr of *udcnt akeady c) AUiHORISED 5ICNATORIES lJ,,/,/^^ola* HQsplDc(wc)BsF lil'""*""1T'$""r""Tl (foRPdr^6uNrvM!rda"
20221206141407-mouosakauniversityjapanandpuchd.pdf,https://archive.iqac.puchd.ac.in/docs/2022/20221206141407-mouosakauniversityjapanandpuchd.pdf,"I\remorandum of Undelstandin g ."",{tt""^*,-, OSAKA UNtyfBSIIY . MEMORANDUM OF UNDERSTANDING BET}I'EEN INSTITUTE FOR PROTEIN RESEARCH. OSAKA UNIVERSITY AND PANfAB UNIVERSITY Recognizing the mutual benefits to be gained tfuough a cooperative program with the objective  _of ?romoting cooperation in the fierds of education u''a u.""ai*ii research, the Institute for Protein Research, Osaka University and the panjab Urdversity agree to conclude the following Memorandum of Understanding on academic cooperation and""exchange. Par:ficipating institutions Instifute for Protein Research, Osa.ka University 3-2 Yamadaoka, Suita, Osaka, 565-0871, Japan Panjab Univemity Sector-t4, Chdndigarh - I60014. India Background A. The Institute for kotein Researcll Osaka University and the panjab University (hereinafter referred to as ,,the two instifutions,,) wish to establish a cooperauve relationship with the aim of developing and foste ng acadernic links between their two institutions B. This Memorandun of Unde$tanding (MOLI sets out the framework for the coopelative relationship betwem the two instifutions. Provbiong l. A-reas of Co-operation The two institutions agree to promote the lollowing activities so as to enhance tl_Ieir education and academic research in the necessary fi;lds: a. activities such as coll,aborative research, lectures, symposiums etc., and the exchange of researche$ pe*aining thereto; b. the exchange of infomation and matedals in those fields, which are of interest to the two institutions; c the exchange of undergraduate students and graduate students; w -{hFb  l-rfillfr!,  ., Memorandum of Underslanding d. identification of special short-term academic programs and projects of mutual benefit to both institutions; and e. any oiher collaborative efforts the parties consider to be appropriate form time to time. A.tivities and Proi€cts a. Specfic matters pertaining to the implementation of the exchanges between both institutions shall be negotiated and agreed upon between patties concerned in each specific case and may be stipulated in wdting. Effective Date and Dulation of MOU a. This MOU takes effect on the date the last institution representative signs and shall be in force for a period of five years. b. Pdor to the expiry of this MOU the two institutions may agree in writing to extend it for a further five-year period through mntual wdtten consent. Management and Overeight n. lllq q./o inshfutions shal tly to tesolve any matters a sing from activities bptween parties concemed arlicably. b. Either institution may, by giving six months wdtten notice to the other institution, terminate this agreement. However, tlle termination of O s agreement shall not af{ect the implementation of the collabo$tive activities established under it prior to such termination. c. In the absence of any such eally termination, the renewal of this agreement shall be discussed by the two institutions at least 6 months prior to the natural termination of the cuuent agreement. Applicable Law The app)icable law of this agreement shall be fhe laws of India, when the coopeiation is caried out at Panjab University, and by the laws of Japar when carried out at Osaka University. Securiw Export Conhol Both institutions agree to adhere to and comply with applicable export control laws and regulations. Both institutions agree that this academic exchange does not aim for design or development of mfitary equipment, including but not limited to Weapons of Mass Deshuction. Weapons of Mass Desbuction are defined as Nuclear, Chemical, Biological weapons and Missiles, and other Unrnarmed Aedal Vehicles for military Memorandum of Understanding use, This MOU is to be executed in two identical coPies in English and each institution shall retain an original copy. As witress to their subscription to tfie above articles, the representadves of Panjab University and the Institute fol Protein Research, Osaka University have herellnto provided *rcir endorsement. o^t"",lfrL!,-En Date: 31,8, 2 2 1l/4*ib gh^/,^ Prof. Dr. OKADA Mariko Director Instifute for Protein Research Osalia University, Osaka, Japan Prof. Dr. Yaivender Pal Vedrra Registrar Panjab University Chandigar\ India"
